segment_id,speaker,text,video_id,title,date,channel,segment_id+video_id,annotation,annotation_inference_time
25,SPEAKER_00,"Je veux aussi remercier beaucoup de personnes, puis je vais sûrement en oublier, mais je veux remercier Brigitte, bien sûr, au parti, Stéphane, c'est le seul discours, ce n'est pas lui qui a écrit, Claude, l'adjointe de Martin, Lynn, Nicole, de mon du bureau de comté, Pascal, Charles, Mario, Yves, Dominique, David.",bajLePwfbzo,Le PM du Québec François Legault démissionne – 14 janvier 2026,20260114,cpac,25|bajLePwfbzo,"{""policy_domain"": [""NONE""], ""identity_themes"": {""present"": false, ""theme"": [], ""stance"": null}, ""implicit_references"": {""present"": true, ""targets"": [{""reference_target"": ""Stéphane est habituellement le rédacteur des discours de Legault (exception pour ce discours-ci)"", ""reference_type"": ""CONTEXT"", ""confidence"": ""HIGH""}, {""reference_target"": ""Équipe de cabinet/parti et collaborateurs proches au quotidien (non tous nommés)"", ""reference_type"": ""CONTEXT"", ""confidence"": ""MEDIUM""}]}, ""justification_type"": {""present"": false, ""justification_category"": null, ""target"": []}, ""actors"": [{""actor"": ""beaucoup de personnes"", ""actor_type"": ""IMPLICIT"", ""valence"": ""POSITIVE"", ""role"": ""THANKED""}, {""actor"": ""Brigitte"", ""actor_type"": ""INDIVIDUAL"", ""valence"": ""POSITIVE"", ""role"": ""THANKED""}, {""actor"": ""le parti"", ""actor_type"": ""POLITICAL_GROUP"", ""valence"": ""POSITIVE"", ""role"": ""THANKED""}, {""actor"": ""Stéphane"", ""actor_type"": ""INDIVIDUAL"", ""valence"": ""POSITIVE"", ""role"": ""THANKED""}, {""actor"": ""Claude"", ""actor_type"": ""INDIVIDUAL"", ""valence"": ""POSITIVE"", ""role"": ""THANKED""}, {""actor"": ""Martin"", ""actor_type"": ""INDIVIDUAL"", ""valence"": ""NEUTRAL"", ""role"": ""REFERENCED""}, {""actor"": ""l'adjointe de Martin"", ""actor_type"": ""STAFF"", ""valence"": ""POSITIVE"", ""role"": ""THANKED""}, {""actor"": ""Lynn"", ""actor_type"": ""INDIVIDUAL"", ""valence"": ""POSITIVE"", ""role"": ""THANKED""}, {""actor"": ""Nicole"", ""actor_type"": ""INDIVIDUAL"", ""valence"": ""POSITIVE"", ""role"": ""THANKED""}, {""actor"": ""mon bureau de comté"", ""actor_type"": ""INSTITUTION"", ""valence"": ""POSITIVE"", ""role"": ""THANKED""}, {""actor"": ""Pascal"", ""actor_type"": ""INDIVIDUAL"", ""valence"": ""POSITIVE"", ""role"": ""THANKED""}, {""actor"": ""Charles"", ""actor_type"": ""INDIVIDUAL"", ""valence"": ""POSITIVE"", ""role"": ""THANKED""}, {""actor"": ""Mario"", ""actor_type"": ""INDIVIDUAL"", ""valence"": ""POSITIVE"", ""role"": ""THANKED""}, {""actor"": ""Yves"", ""actor_type"": ""INDIVIDUAL"", ""valence"": ""POSITIVE"", ""role"": ""THANKED""}, {""actor"": ""Dominique"", ""actor_type"": ""INDIVIDUAL"", ""valence"": ""POSITIVE"", ""role"": ""THANKED""}, {""actor"": ""David"", ""actor_type"": ""INDIVIDUAL"", ""valence"": ""POSITIVE"", ""role"": ""THANKED""}], ""temporality"": [""PRESENT_ANNOUNCEMENT""], ""rhetorical_devices"": [""ENUMERATION"", ""QUALIFIER"", ""DIRECT_ADDRESS""], ""emotional_register"": ""GRATEFUL"", ""legacy_framing"": ""NONE"", ""speech_act"": [""THANKING""]}",2.69672131147541
26,SPEAKER_00,"L'autre Martin, Guillaume, Annabelle, Évan, Manu, Catherine, Marie-Christine, Stavros, Émilie, Mathias et tous les autres, j'ai nommé ceux qui sont peut-être plus en contact avec moi dans le quotidien.",bajLePwfbzo,Le PM du Québec François Legault démissionne – 14 janvier 2026,20260114,cpac,26|bajLePwfbzo,"{""policy_domain"": [""NONE""], ""identity_themes"": {""present"": false, ""theme"": [], ""stance"": null}, ""implicit_references"": {""present"": true, ""targets"": [{""reference_target"": ""Inner circle of staff/collaborators who work with him day-to-day (not explicitly labeled as staff)"", ""reference_type"": ""CONTEXT"", ""confidence"": ""HIGH""}]}, ""justification_type"": {""present"": false, ""justification_category"": null, ""target"": []}, ""actors"": [{""actor"": ""L'autre Martin"", ""actor_type"": ""INDIVIDUAL"", ""valence"": ""POSITIVE"", ""role"": ""THANKED""}, {""actor"": ""Guillaume"", ""actor_type"": ""INDIVIDUAL"", ""valence"": ""POSITIVE"", ""role"": ""THANKED""}, {""actor"": ""Annabelle"", ""actor_type"": ""INDIVIDUAL"", ""valence"": ""POSITIVE"", ""role"": ""THANKED""}, {""actor"": ""Évan"", ""actor_type"": ""INDIVIDUAL"", ""valence"": ""POSITIVE"", ""role"": ""THANKED""}, {""actor"": ""Manu"", ""actor_type"": ""INDIVIDUAL"", ""valence"": ""POSITIVE"", ""role"": ""THANKED""}, {""actor"": ""Catherine"", ""actor_type"": ""INDIVIDUAL"", ""valence"": ""POSITIVE"", ""role"": ""THANKED""}, {""actor"": ""Marie-Christine"", ""actor_type"": ""INDIVIDUAL"", ""valence"": ""POSITIVE"", ""role"": ""THANKED""}, {""actor"": ""Stavros"", ""actor_type"": ""INDIVIDUAL"", ""valence"": ""POSITIVE"", ""role"": ""THANKED""}, {""actor"": ""Émilie"", ""actor_type"": ""INDIVIDUAL"", ""valence"": ""POSITIVE"", ""role"": ""THANKED""}, {""actor"": ""Mathias"", ""actor_type"": ""INDIVIDUAL"", ""valence"": ""POSITIVE"", ""role"": ""THANKED""}, {""actor"": ""tous les autres (ceux en contact avec lui au quotidien)"", ""actor_type"": ""IMPLICIT"", ""valence"": ""POSITIVE"", ""role"": ""THANKED""}, {""actor"": ""François Legault"", ""actor_type"": ""INDIVIDUAL"", ""valence"": ""NEUTRAL"", ""role"": ""REFERENCED""}], ""temporality"": [""PRESENT_SITUATION""], ""rhetorical_devices"": [""ENUMERATION"", ""DIRECT_ADDRESS""], ""emotional_register"": ""GRATEFUL"", ""legacy_framing"": ""NONE"", ""speech_act"": [""THANKING""]}",2.69672131147541
27,SPEAKER_00,Je veux bien sûr aussi remercier tous ceux qui ont pris le risque de se présenter pour la CAQ.,bajLePwfbzo,Le PM du Québec François Legault démissionne – 14 janvier 2026,20260114,cpac,27|bajLePwfbzo,"{""policy_domain"": [""PARTY_POLITICS""], ""identity_themes"": {""present"": false, ""theme"": [], ""stance"": null}, ""implicit_references"": {""present"": true, ""targets"": [{""reference_target"": ""Les débuts difficiles de la CAQ et le risque politique encouru par les premiers candidats (période où la victoire n'était pas acquise)"", ""reference_type"": ""CONTEXT"", ""confidence"": ""HIGH""}]}, ""justification_type"": {""present"": false, ""justification_category"": null, ""target"": []}, ""actors"": [{""actor"": ""Tous ceux qui ont pris le risque de se présenter pour la CAQ"", ""actor_type"": ""IMPLICIT"", ""valence"": ""POSITIVE"", ""role"": ""THANKED""}, {""actor"": ""CAQ"", ""actor_type"": ""POLITICAL_GROUP"", ""valence"": ""POSITIVE"", ""role"": ""REFERENCED""}], ""temporality"": [""PAST_ORIGIN""], ""rhetorical_devices"": [""NONE""], ""emotional_register"": ""GRATEFUL"", ""legacy_framing"": ""NONE"", ""speech_act"": [""THANKING""]}",2.69672131147541
28,SPEAKER_00,Je pense entre autres durant les premières années où c'était loin d'être fait. de gagner d'avance.,bajLePwfbzo,Le PM du Québec François Legault démissionne – 14 janvier 2026,20260114,cpac,28|bajLePwfbzo,"{""policy_domain"": [""PARTY_POLITICS""], ""identity_themes"": {""present"": false, ""theme"": [], ""stance"": null}, ""implicit_references"": {""present"": true, ""targets"": [{""reference_target"": ""Uncertainty and low odds of CAQ success in its early period / early elections"", ""reference_type"": ""CONTEXT"", ""confidence"": ""MEDIUM""}]}, ""justification_type"": {""present"": true, ""justification_category"": ""COLLECTIVE_ACHIEVEMENT"", ""target"": [""PARTY_CREATION""]}, ""actors"": [{""actor"": ""ceux qui ont pris le risque de se présenter pour la CAQ"", ""actor_type"": ""IMPLICIT"", ""valence"": ""POSITIVE"", ""role"": ""THANKED""}, {""actor"": ""la CAQ"", ""actor_type"": ""POLITICAL_GROUP"", ""valence"": ""POSITIVE"", ""role"": ""REFERENCED""}], ""temporality"": [""PAST_CHALLENGE""], ""rhetorical_devices"": [""QUALIFIER""], ""emotional_register"": ""GRATEFUL"", ""legacy_framing"": ""BUILDER"", ""speech_act"": [""THANKING"", ""JUSTIFYING""]}",2.69672131147541
29,SPEAKER_00,"Et une des plus belles réalisations qu'on a réussie, c'est de faire de la CAQ une famille.",bajLePwfbzo,Le PM du Québec François Legault démissionne – 14 janvier 2026,20260114,cpac,29|bajLePwfbzo,"{""policy_domain"": [""PARTY_POLITICS""], ""identity_themes"": {""present"": false, ""theme"": [], ""stance"": null}, ""implicit_references"": {""present"": true, ""targets"": [{""reference_target"": ""Early uncertainty/difficulty of building the CAQ into a cohesive party (not 'gagner d'avance')"", ""reference_type"": ""CONTEXT"", ""confidence"": ""MEDIUM""}]}, ""justification_type"": {""present"": true, ""justification_category"": ""COLLECTIVE_ACHIEVEMENT"", ""target"": [""OVERALL_MANDATE""]}, ""actors"": [{""actor"": ""CAQ"", ""actor_type"": ""POLITICAL_GROUP"", ""valence"": ""POSITIVE"", ""role"": ""PRAISED""}, {""actor"": ""François Legault (on)"", ""actor_type"": ""INDIVIDUAL"", ""valence"": ""POSITIVE"", ""role"": ""CREDITED""}], ""temporality"": [""PAST_ACHIEVEMENT""], ""rhetorical_devices"": [""FAMILY_IMAGERY"", ""COLLECTIVE_WE""], ""emotional_register"": ""PROUD"", ""legacy_framing"": ""BUILDER"", ""speech_act"": [""PRAISING"", ""CLAIMING_ACHIEVEMENT""]}",2.69672131147541
30,SPEAKER_00,"Je suis toujours content de voir que beaucoup d'employés ou de députés sont devenus amis, se fréquentent les fins de semaine.",bajLePwfbzo,Le PM du Québec François Legault démissionne – 14 janvier 2026,20260114,cpac,30|bajLePwfbzo,"{""policy_domain"": [""PARTY_POLITICS""], ""identity_themes"": {""present"": false, ""theme"": [], ""stance"": null}, ""implicit_references"": {""present"": true, ""targets"": [{""reference_target"": ""La CAQ présentée comme une 'famille' avec des liens personnels durables au sein du parti/gouvernement"", ""reference_type"": ""CONTEXT"", ""confidence"": ""HIGH""}]}, ""justification_type"": {""present"": false, ""justification_category"": null, ""target"": []}, ""actors"": [{""actor"": ""employés"", ""actor_type"": ""STAFF"", ""valence"": ""POSITIVE"", ""role"": ""PRAISED""}, {""actor"": ""députés"", ""actor_type"": ""POLITICAL_GROUP"", ""valence"": ""POSITIVE"", ""role"": ""PRAISED""}], ""temporality"": [""PRESENT_SITUATION""], ""rhetorical_devices"": [""FAMILY_IMAGERY""], ""emotional_register"": ""NOSTALGIC"", ""legacy_framing"": ""NONE"", ""speech_act"": [""PRAISING"", ""EXPRESSING_EMOTION""]}",2.69672131147541
31,SPEAKER_00,C'est vraiment une belle famille et c'est et... C'est ça qui va me manquer le plus.,bajLePwfbzo,Le PM du Québec François Legault démissionne – 14 janvier 2026,20260114,cpac,31|bajLePwfbzo,"{""policy_domain"": [""NONE""], ""identity_themes"": {""present"": false, ""theme"": [], ""stance"": null}, ""implicit_references"": {""present"": true, ""targets"": [{""reference_target"": ""His impending resignation/step-down leading to separation from his team"", ""reference_type"": ""CONTEXT"", ""confidence"": ""HIGH""}]}, ""justification_type"": {""present"": false, ""justification_category"": null, ""target"": []}, ""actors"": [{""actor"": ""CAQ team (employees and MNAs) as a 'family'"", ""actor_type"": ""STAFF"", ""valence"": ""POSITIVE"", ""role"": ""PRAISED""}], ""temporality"": [""FUTURE_TRANSITION""], ""rhetorical_devices"": [""FAMILY_IMAGERY""], ""emotional_register"": ""NOSTALGIC"", ""legacy_framing"": ""PERSONAL_SACRIFICE"", ""speech_act"": [""EXPRESSING_EMOTION"", ""PRAISING""]}",2.69672131147541
32,SPEAKER_00,"Quand je pensais à cette annonce aujourd'hui, ce qui me fait le plus de peine, c'est de dire que dans quelques mois, je les verrai moins, disons.",bajLePwfbzo,Le PM du Québec François Legault démissionne – 14 janvier 2026,20260114,cpac,32|bajLePwfbzo,"{""policy_domain"": [""NONE""], ""identity_themes"": {""present"": false, ""theme"": [], ""stance"": null}, ""implicit_references"": {""present"": true, ""targets"": [{""reference_target"": ""Son départ imminent (résignation) et l'éloignement à venir de son équipe politique"", ""reference_type"": ""CONTEXT"", ""confidence"": ""HIGH""}]}, ""justification_type"": {""present"": false, ""justification_category"": null, ""target"": []}, ""actors"": [{""actor"": ""les (membres de l'équipe/« famille » CAQ)"", ""actor_type"": ""STAFF"", ""valence"": ""POSITIVE"", ""role"": ""REFERENCED""}], ""temporality"": [""PRESENT_ANNOUNCEMENT"", ""FUTURE_TRANSITION""], ""rhetorical_devices"": [""QUALIFIER""], ""emotional_register"": ""NOSTALGIC"", ""legacy_framing"": ""PERSONAL_SACRIFICE"", ""speech_act"": [""EXPRESSING_EMOTION""]}",2.69672131147541
33,SPEAKER_00,"Évidemment, c'est beaucoup grâce à Martin qui a embauché, pas juste du monde compétent, mais du bon monde, comme on dit. et aussi beaucoup grâce à Isabelle.",bajLePwfbzo,Le PM du Québec François Legault démissionne – 14 janvier 2026,20260114,cpac,33|bajLePwfbzo,"{""policy_domain"": [""PARTY_POLITICS""], ""identity_themes"": {""present"": false, ""theme"": [], ""stance"": null}, ""implicit_references"": {""present"": true, ""targets"": [{""reference_target"": ""Le rôle central de Martin et d'Isabelle dans l'organisation et le fonctionnement quotidien du bureau du premier ministre/CAQ"", ""reference_type"": ""CONTEXT"", ""confidence"": ""MEDIUM""}]}, ""justification_type"": {""present"": true, ""justification_category"": ""COLLECTIVE_ACHIEVEMENT"", ""target"": [""OVERALL_MANDATE""]}, ""actors"": [{""actor"": ""Martin"", ""actor_type"": ""INDIVIDUAL"", ""valence"": ""POSITIVE"", ""role"": ""CREDITED""}, {""actor"": ""Isabelle"", ""actor_type"": ""FAMILY_MEMBER"", ""valence"": ""POSITIVE"", ""role"": ""CREDITED""}, {""actor"": ""du monde compétent / du bon monde"", ""actor_type"": ""IMPLICIT"", ""valence"": ""POSITIVE"", ""role"": ""PRAISED""}], ""temporality"": [""PAST_ACHIEVEMENT""], ""rhetorical_devices"": [""COLLECTIVE_WE"", ""QUALIFIER"", ""ENUMERATION""], ""emotional_register"": ""GRATEFUL"", ""legacy_framing"": ""PRAGMATIST"", ""speech_act"": [""PRAISING"", ""JUSTIFYING""]}",2.69672131147541
34,SPEAKER_00,"Parce que, vous savez, et les journalistes le savent, quand j'allais me coucher pour être en forme le lendemain matin, Isabelle continuait le travail, parfois avec vous, parfois avec les députés, les ministres, les employés.",bajLePwfbzo,Le PM du Québec François Legault démissionne – 14 janvier 2026,20260114,cpac,34|bajLePwfbzo,"{""policy_domain"": [""PARTY_POLITICS""], ""identity_themes"": {""present"": false, ""theme"": [], ""stance"": null}, ""implicit_references"": {""present"": true, ""targets"": [{""reference_target"": ""Le rôle non officiel mais central d'Isabelle dans le travail politique quotidien (soutien/organisation, en coulisses)"", ""reference_type"": ""CONTEXT"", ""confidence"": ""HIGH""}]}, ""justification_type"": {""present"": true, ""justification_category"": ""COLLECTIVE_ACHIEVEMENT"", ""target"": [""OVERALL_MANDATE""]}, ""actors"": [{""actor"": ""les journalistes"", ""actor_type"": ""IMPLICIT"", ""valence"": ""NEUTRAL"", ""role"": ""REFERENCED""}, {""actor"": ""Isabelle"", ""actor_type"": ""FAMILY_MEMBER"", ""valence"": ""POSITIVE"", ""role"": ""CREDITED""}, {""actor"": ""vous (audience / équipe)"", ""actor_type"": ""IMPLICIT"", ""valence"": ""NEUTRAL"", ""role"": ""REFERENCED""}, {""actor"": ""les députés"", ""actor_type"": ""POLITICAL_GROUP"", ""valence"": ""NEUTRAL"", ""role"": ""REFERENCED""}, {""actor"": ""les ministres"", ""actor_type"": ""POLITICAL_GROUP"", ""valence"": ""NEUTRAL"", ""role"": ""REFERENCED""}, {""actor"": ""les employés"", ""actor_type"": ""STAFF"", ""valence"": ""NEUTRAL"", ""role"": ""REFERENCED""}], ""temporality"": [""PAST_ACHIEVEMENT""], ""rhetorical_devices"": [""PERSONAL_NARRATIVE"", ""DIRECT_ADDRESS"", ""ENUMERATION""], ""emotional_register"": ""GRATEFUL"", ""legacy_framing"": ""PERSONAL_SACRIFICE"", ""speech_act"": [""PRAISING"", ""JUSTIFYING""]}",2.69672131147541
35,SPEAKER_00,"Isabelle est amie avec tout le monde et elle a fait que la famille, que la CAQ, ça soit une belle famille.",bajLePwfbzo,Le PM du Québec François Legault démissionne – 14 janvier 2026,20260114,cpac,35|bajLePwfbzo,"{""policy_domain"": [""PARTY_POLITICS""], ""identity_themes"": {""present"": false, ""theme"": [], ""stance"": null}, ""implicit_references"": {""present"": true, ""targets"": [{""reference_target"": ""Isabelle’s informal role supporting Legault and helping build internal party cohesion/culture"", ""reference_type"": ""CONTEXT"", ""confidence"": ""HIGH""}]}, ""justification_type"": {""present"": true, ""justification_category"": ""COLLECTIVE_ACHIEVEMENT"", ""target"": [""OVERALL_MANDATE""]}, ""actors"": [{""actor"": ""Isabelle"", ""actor_type"": ""FAMILY_MEMBER"", ""valence"": ""POSITIVE"", ""role"": ""PRAISED""}, {""actor"": ""CAQ"", ""actor_type"": ""POLITICAL_GROUP"", ""valence"": ""POSITIVE"", ""role"": ""CREDITED""}, {""actor"": ""tout le monde"", ""actor_type"": ""IMPLICIT"", ""valence"": ""POSITIVE"", ""role"": ""REFERENCED""}], ""temporality"": [""PAST_ACHIEVEMENT""], ""rhetorical_devices"": [""FAMILY_IMAGERY""], ""emotional_register"": ""GRATEFUL"", ""legacy_framing"": ""NONE"", ""speech_act"": [""PRAISING"", ""THANKING""]}",2.69672131147541
36,SPEAKER_00,"Évidemment aussi, la politique, c'est un sport extrême.",bajLePwfbzo,Le PM du Québec François Legault démissionne – 14 janvier 2026,20260114,cpac,36|bajLePwfbzo,"{""policy_domain"": [""NONE""], ""identity_themes"": {""present"": false, ""theme"": [], ""stance"": null}, ""implicit_references"": {""present"": true, ""targets"": [{""reference_target"": ""The personal toll and intensity of governing (long hours, pressure, public scrutiny) as context for his departure"", ""reference_type"": ""CONTEXT"", ""confidence"": ""MEDIUM""}]}, ""justification_type"": {""present"": true, ""justification_category"": ""EFFORT_CLAIM"", ""target"": [""PERSONAL_CONDUCT""]}, ""actors"": [], ""temporality"": [""ATEMPORAL""], ""rhetorical_devices"": [""METAPHOR""], ""emotional_register"": ""NEUTRAL"", ""legacy_framing"": ""PERSONAL_SACRIFICE"", ""speech_act"": [""STATING""]}",2.69672131147541
37,SPEAKER_00,"Il y a des hauts, mais il y a aussi des bas.",bajLePwfbzo,Le PM du Québec François Legault démissionne – 14 janvier 2026,20260114,cpac,37|bajLePwfbzo,"{""policy_domain"": [""NONE""], ""identity_themes"": {""present"": false, ""theme"": [], ""stance"": null}, ""implicit_references"": {""present"": true, ""targets"": [{""reference_target"": ""Mixed record in government (successes and failures/controversies during his mandate)"", ""reference_type"": ""CONTEXT"", ""confidence"": ""MEDIUM""}]}, ""justification_type"": {""present"": true, ""justification_category"": ""RECORD_DEFENSE"", ""target"": [""OVERALL_MANDATE""]}, ""actors"": [], ""temporality"": [""ATEMPORAL""], ""rhetorical_devices"": [""CONTRAST"", ""QUALIFIER""], ""emotional_register"": ""RESIGNED"", ""legacy_framing"": ""NONE"", ""speech_act"": [""ACKNOWLEDGING""]}",2.69672131147541
38,SPEAKER_00,Puis Isabelle a toujours été là pour m'épauler dans les moments plus difficiles.,bajLePwfbzo,Le PM du Québec François Legault démissionne – 14 janvier 2026,20260114,cpac,38|bajLePwfbzo,"{""policy_domain"": [""NONE""], ""identity_themes"": {""present"": false, ""theme"": [], ""stance"": null}, ""implicit_references"": {""present"": true, ""targets"": [{""reference_target"": ""Personal and political difficulties encountered during his time in office"", ""reference_type"": ""CONTEXT"", ""confidence"": ""MEDIUM""}]}, ""justification_type"": {""present"": false, ""justification_category"": null, ""target"": []}, ""actors"": [{""actor"": ""Isabelle"", ""actor_type"": ""FAMILY_MEMBER"", ""valence"": ""POSITIVE"", ""role"": ""PRAISED""}], ""temporality"": [""PAST_CHALLENGE""], ""rhetorical_devices"": [""QUALIFIER""], ""emotional_register"": ""AFFECTIONATE"", ""legacy_framing"": ""NONE"", ""speech_act"": [""PRAISING"", ""EXPRESSING_EMOTION""]}",2.69672131147541
39,SPEAKER_00,Merci Isabelle.,bajLePwfbzo,Le PM du Québec François Legault démissionne – 14 janvier 2026,20260114,cpac,39|bajLePwfbzo,"{""policy_domain"": [""NONE""], ""identity_themes"": {""present"": false, ""theme"": [], ""stance"": null}, ""implicit_references"": {""present"": false, ""targets"": []}, ""justification_type"": {""present"": false, ""justification_category"": null, ""target"": []}, ""actors"": [{""actor"": ""Isabelle"", ""actor_type"": ""FAMILY_MEMBER"", ""valence"": ""POSITIVE"", ""role"": ""THANKED""}], ""temporality"": [""PRESENT_ANNOUNCEMENT""], ""rhetorical_devices"": [""DIRECT_ADDRESS""], ""emotional_register"": ""GRATEFUL"", ""legacy_framing"": ""NONE"", ""speech_act"": [""THANKING""]}",2.69672131147541
40,SPEAKER_00,"Merci aussi à mes deux garçons, mes deux petits gars, comme on les appelle.",bajLePwfbzo,Le PM du Québec François Legault démissionne – 14 janvier 2026,20260114,cpac,40|bajLePwfbzo,"{""policy_domain"": [""NONE""], ""identity_themes"": {""present"": false, ""theme"": [], ""stance"": null}, ""implicit_references"": {""present"": true, ""targets"": [{""reference_target"": ""Public/media criticism spilling over onto Legault's family (his sons)"", ""reference_type"": ""CONTEXT"", ""confidence"": ""MEDIUM""}]}, ""justification_type"": {""present"": false, ""justification_category"": null, ""target"": []}, ""actors"": [{""actor"": ""mes deux garçons (mes deux petits gars)"", ""actor_type"": ""FAMILY_MEMBER"", ""valence"": ""POSITIVE"", ""role"": ""THANKED""}], ""temporality"": [""PRESENT_ANNOUNCEMENT""], ""rhetorical_devices"": [""DIRECT_ADDRESS"", ""FAMILY_IMAGERY""], ""emotional_register"": ""AFFECTIONATE"", ""legacy_framing"": ""PERSONAL_SACRIFICE"", ""speech_act"": [""THANKING""]}",2.69672131147541
41,SPEAKER_00,Ils ont eu parfois des remarques moins gentilles. travail ou plutôt dans leurs études.,bajLePwfbzo,Le PM du Québec François Legault démissionne – 14 janvier 2026,20260114,cpac,41|bajLePwfbzo,"{""policy_domain"": [""NONE""], ""identity_themes"": {""present"": false, ""theme"": [], ""stance"": null}, ""implicit_references"": {""present"": true, ""targets"": [{""reference_target"": ""Critiques/attaques publiques liées au rôle de premier ministre (retombées sur ses enfants)"", ""reference_type"": ""CONTEXT"", ""confidence"": ""HIGH""}]}, ""justification_type"": {""present"": true, ""justification_category"": ""CIRCUMSTANCE_CLAIM"", ""target"": [""PERSONAL_CONDUCT""]}, ""actors"": [{""actor"": ""mes deux garçons / mes deux petits gars"", ""actor_type"": ""FAMILY_MEMBER"", ""valence"": ""POSITIVE"", ""role"": ""REFERENCED""}, {""actor"": ""IMPLICIT: personnes qui ont fait des remarques moins gentilles (au travail/aux études)"", ""actor_type"": ""IMPLICIT"", ""valence"": ""NEGATIVE"", ""role"": ""OPPOSITION""}], ""temporality"": [""PAST_CHALLENGE""], ""rhetorical_devices"": [""EUPHEMISM"", ""QUALIFIER""], ""emotional_register"": ""CONCERNED"", ""legacy_framing"": ""PERSONAL_SACRIFICE"", ""speech_act"": [""ACKNOWLEDGING"", ""EXPRESSING_EMOTION""]}",2.69672131147541
42,SPEAKER_00,"J'aurais voulu leur épargner ça parce qu'on les aime tellement, ces deux petits gars.",bajLePwfbzo,Le PM du Québec François Legault démissionne – 14 janvier 2026,20260114,cpac,42|bajLePwfbzo,"{""policy_domain"": [""NONE""], ""identity_themes"": {""present"": false, ""theme"": [], ""stance"": null}, ""implicit_references"": {""present"": true, ""targets"": [{""reference_target"": ""Critiques/attaques publiques visant ses fils liées à sa fonction politique"", ""reference_type"": ""EVENT"", ""confidence"": ""HIGH""}]}, ""justification_type"": {""present"": false, ""justification_category"": null, ""target"": []}, ""actors"": [{""actor"": ""mes deux petits gars (ses fils)"", ""actor_type"": ""FAMILY_MEMBER"", ""valence"": ""POSITIVE"", ""role"": ""REFERENCED""}, {""actor"": ""nous (François Legault et sa famille)"", ""actor_type"": ""IMPLICIT"", ""valence"": ""POSITIVE"", ""role"": ""REFERENCED""}, {""actor"": ""eux (personnes ayant fait des remarques moins gentilles)"", ""actor_type"": ""IMPLICIT"", ""valence"": ""NEGATIVE"", ""role"": ""OPPOSITION""}], ""temporality"": [""PAST_CHALLENGE""], ""rhetorical_devices"": [""FAMILY_IMAGERY"", ""COLLECTIVE_WE""], ""emotional_register"": ""AFFECTIONATE"", ""legacy_framing"": ""PERSONAL_SACRIFICE"", ""speech_act"": [""EXPRESSING_EMOTION"", ""ACKNOWLEDGING""]}",2.69672131147541
43,SPEAKER_00,Mais ils sont peut-être plus forts à cause de ça.,bajLePwfbzo,Le PM du Québec François Legault démissionne – 14 janvier 2026,20260114,cpac,43|bajLePwfbzo,"{""policy_domain"": [""NONE""], ""identity_themes"": {""present"": false, ""theme"": [], ""stance"": null}, ""implicit_references"": {""present"": true, ""targets"": [{""reference_target"": ""Public scrutiny/negative comments impacting his sons due to his political role"", ""reference_type"": ""CONTEXT"", ""confidence"": ""HIGH""}]}, ""justification_type"": {""present"": true, ""justification_category"": ""EFFORT_CLAIM"", ""target"": [""PERSONAL_CONDUCT""]}, ""actors"": [{""actor"": ""mes deux garçons"", ""actor_type"": ""FAMILY_MEMBER"", ""valence"": ""POSITIVE"", ""role"": ""REFERENCED""}], ""temporality"": [""PRESENT_SITUATION""], ""rhetorical_devices"": [""QUALIFIER""], ""emotional_register"": ""AFFECTIONATE"", ""legacy_framing"": ""PERSONAL_SACRIFICE"", ""speech_act"": [""EXPRESSING_EMOTION"", ""JUSTIFYING""]}",2.69672131147541
44,SPEAKER_00,Je veux aussi remercier tous les citoyens de la circonscription de l'Assomption qui m'ont fait confiance pendant toutes ces années.,bajLePwfbzo,Le PM du Québec François Legault démissionne – 14 janvier 2026,20260114,cpac,44|bajLePwfbzo,"{""policy_domain"": [""PARTY_POLITICS""], ""identity_themes"": {""present"": false, ""theme"": [], ""stance"": null}, ""implicit_references"": {""present"": false, ""targets"": []}, ""justification_type"": {""present"": false, ""justification_category"": null, ""target"": []}, ""actors"": [{""actor"": ""Citoyens de la circonscription de L'Assomption"", ""actor_type"": ""ELECTORATE"", ""valence"": ""POSITIVE"", ""role"": ""THANKED""}, {""actor"": ""François Legault"", ""actor_type"": ""INDIVIDUAL"", ""valence"": ""NEUTRAL"", ""role"": ""REFERENCED""}], ""temporality"": [""PAST_ACHIEVEMENT""], ""rhetorical_devices"": [""NONE""], ""emotional_register"": ""GRATEFUL"", ""legacy_framing"": ""NONE"", ""speech_act"": [""THANKING""]}",2.69672131147541
45,SPEAKER_00,Et c'est quand même pas rien ce,bajLePwfbzo,Le PM du Québec François Legault démissionne – 14 janvier 2026,20260114,cpac,45|bajLePwfbzo,"{""policy_domain"": [""NONE""], ""identity_themes"": {""present"": false, ""theme"": [], ""stance"": null}, ""implicit_references"": {""present"": true, ""targets"": [{""reference_target"": ""The significance of the achievements/record being discussed in surrounding sentences (\""ce\"" refers to that record)"", ""reference_type"": ""CONTEXT"", ""confidence"": ""MEDIUM""}]}, ""justification_type"": {""present"": true, ""justification_category"": ""RECORD_DEFENSE"", ""target"": [""OVERALL_MANDATE""]}, ""actors"": [], ""temporality"": [""ATEMPORAL""], ""rhetorical_devices"": [""MINIMIZATION"", ""QUALIFIER""], ""emotional_register"": ""PROUD"", ""legacy_framing"": ""HISTORIC_ACHIEVEMENT"", ""speech_act"": [""STATING""]}",2.69672131147541
